starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	157	157	157
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	157
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	157
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	157
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	157
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	157
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	4	154	158	154
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	4	154	158	154
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:06 2023	1697754066	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	158	158	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	158
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:05 2023	1697754065	0	159	159	159
Thu Oct 19 22:21:06 2023	1697754066	0	159	159	159
